ngram;count;freq_per_60_min;KP_markerid
see hinnatõus;2;0.0597;
korter pakkumine;2;0.0597;
aasta tõusma;2;0.0597;
piir käsi;2;0.0597;
palju pakkuma;2;0.0597;
kas hind;2;0.0597;
jääma seisma;2;0.0597;
et elamu;2;0.0597;
see seis;2;0.0597;
vähene pakkumine;2;0.0597;
kvaliteetsem elamu;2;0.0597;
siis hoonestusõigus;2;0.0597;
siis kaheksa;2;0.0597;
siis pank;2;0.0597;
üks vana;2;0.0597;
praegu arenema;2;0.0597;
suund linn;2;0.0597;
hoonestusõigus krunt;2;0.0597;
see krunt;2;0.0597;
krunt hind;2;0.0597;
suurem ralli;2;0.0597;
23 protsent;2;0.0597;
väga korralik;2;0.0597;
finants ostma;2;0.0597;
saade võtma;1;0.0298;
selline hooaeg;1;0.0298;
ning andma;1;0.0298;
minema suvepuhkus;1;0.0298;
suvepuhkus natukeseks;1;0.0298;
täna episood;1;0.0298;
salvestama agnes;1;0.0298;
olema boadcasti;1;0.0298;
boadcasti noor;1;0.0298;
aken koordinaator;1;0.0298;
nägema tavaliselt;1;0.0298;
tavaliselt kaamera;1;0.0298;
kuid täna;1;0.0298;
siia kaamera;1;0.0298;
tere agnes;1;0.0298;
meeldima kaamera;1;0.0298;
kõik külaline;1;0.0298;
saama traditsioon;1;0.0298;
traditsioon küsima;1;0.0298;
küsima kirjeldama;1;0.0298;
nüüd kolm;1;0.0298;
sõna grete;1;0.0298;
valmis okei;1;0.0298;
okei kolm;1;0.0298;
sõna pasta;1;0.0298;
armastama pasta;1;0.0298;
pasta lugu;1;0.0298;
armastama film;1;0.0298;
veel blond;1;0.0298;
olema blond;1;0.0298;
hea algus;1;0.0298;
natuke paanikavastus;1;0.0298;
samas tõsi;1;0.0298;
ka võit;1;0.0298;
välja idee;1;0.0298;
näide okei;1;0.0298;
okei sobima;1;0.0298;
sobima mõtlema;1;0.0298;
lihtsalt tehnika;1;0.0298;
tehnika tundmine;1;0.0298;
ikka viperus;1;0.0298;
sina kõrvaklapp;1;0.0298;
kõrvaklapp kuulma;1;0.0298;
üks vaatama;1;0.0298;
hetk avastama;1;0.0298;
nagu parandama;1;0.0298;
siin õppima;1;0.0298;
õppima protsess;1;0.0298;
jah tehnika;1;0.0298;
tehnika valdamine;1;0.0298;
kindlasti analüüsima;1;0.0298;
episood salvestamine;1;0.0298;
üles minek;1;0.0298;
kõik episood;1;0.0298;
läbi olenema;1;0.0298;
kuulma spotify;1;0.0298;
spotify si;1;0.0298;
si vaatama;1;0.0298;
vaatama youtube;1;0.0298;
youtube kunas;1;0.0298;
ise analüüsimine;1;0.0298;
tegema paremini;1;0.0298;
mingi miniviga;1;0.0298;
mina häirima;1;0.0298;
et kuulaja;1;0.0298;
ei häirima;1;0.0298;
see parandama;1;0.0298;
päev parem;1;0.0298;
versioon poodkest;1;0.0298;
et planeerimine;1;0.0298;
ja planeerimine;1;0.0298;
keeruline eriti;1;0.0298;
vaja panema;1;0.0298;
kuna gretele;1;0.0298;
gretele sobima;1;0.0298;
ja greete;1;0.0298;
aeg terve;1;0.0298;
terve hooaeg;1;0.0298;
siis kristina;1;0.0298;
kes puhkus;1;0.0298;
ka külaline;1;0.0298;
aeg paik;1;0.0298;
sest tihtipeale;1;0.0298;
gümnaasium koolipäev;1;0.0298;
suht pikk;1;0.0298;
veel teisene;1;0.0298;
teisene linn;1;0.0298;
linn jõudma;1;0.0298;
nagu salvestama;1;0.0298;
kodu minek;1;0.0298;
minek õppimine;1;0.0298;
leidmine kindlasti;1;0.0298;
ikkagi külaline;1;0.0298;
külaline sobima;1;0.0298;
aeg monteerima;1;0.0298;
enne ülesminek;1;0.0298;
mis andmest;1;0.0298;
andmest juhtuma;1;0.0298;
just aeg;1;0.0298;
planeerimine ilmselt;1;0.0298;
see kolmas;1;0.0298;
et grete;1;0.0298;
kui räigelt;1;0.0298;
lahe saatejuht;1;0.0298;
saatejuht lica;1;0.0298;
lica räigelt;1;0.0298;
lahe noor;1;0.0298;
oma toolike;1;0.0298;
kui soravalt;1;0.0298;
soravalt oskama;1;0.0298;
nagu voolavalt;1;0.0298;
minema eriti;1;0.0298;
nagu megaku;1;0.0298;
megaku rääkima;1;0.0298;
kõik aru;1;0.0298;
saama sorry;1;0.0298;
mina kaarmasime;1;0.0298;
ka südamlik;1;0.0298;
südamlik inimene;1;0.0298;
nagunii hea;1;0.0298;
tore saatejuht;1;0.0298;
saatejuht no;1;0.0298;
selline kiidulaul;1;0.0298;
nii toetama;1;0.0298;
nagu abivalmis;1;0.0298;
nii vedama;1;0.0298;
tema armas;1;0.0298;
armas sõna;1;0.0298;
kristina närv;1;0.0298;
hakkama nutma;1;0.0298;
nutma vahest;1;0.0298;
mingi nutt;1;0.0298;
nutt episood;1;0.0298;
episood täna;1;0.0298;
sest täna;1;0.0298;
pikk episood;1;0.0298;
nagu lemmikum;1;0.0298;
lemmikum episood;1;0.0298;
valima kindlasti;1;0.0298;
nagu episood;1;0.0298;
jah kõne;1;0.0298;
kõne anuma;1;0.0298;
kus anett;1;0.0298;
anett elorien;1;0.0298;
elorien saar;1;0.0298;
saar käima;1;0.0298;
tundma isiklikult;1;0.0298;
nagu varasem;1;0.0298;
üks programm;1;0.0298;
isiklik huvi;1;0.0298;
huvi nii-öelda;1;0.0298;
nii-öelda mäng;1;0.0298;
lihtsalt hästi-hästi;1;0.0298;
ki motivatsioon;1;0.0298;
motivatsioon teema;1;0.0298;
et megalahe;1;0.0298;
teine tee;1;0.0298;
mina lemmikepisood;1;0.0298;
lemmikepisood kindlasti;1;0.0298;
lemmik episood;1;0.0298;
ei hoiskanud;1;0.0298;
hoiskanud natukene;1;0.0298;
olema salvestama;1;0.0298;
võib-olla tooma;1;0.0298;
välja kaks;1;0.0298;
jaoks hästi-hästi;1;0.0298;
hästi-hästi südamelähedane;1;0.0298;
mina salvestama;1;0.0298;
salvestama toitumisnõustaja;1;0.0298;
ja treener;1;0.0298;
grete junson;1;0.0298;
tegelikult kaamera;1;0.0298;
ei salvestama;1;0.0298;
episood tege;1;0.0298;
tege andma;1;0.0298;
nagu toituma;1;0.0298;
elu tähtis;1;0.0298;
ainult salat;1;0.0298;
nagu mitmekülgne;1;0.0298;
mis toidupüramiid;1;0.0298;
teine episood;1;0.0298;
stuudio salvestama;1;0.0298;
salvestama stuudio;1;0.0298;
väga hingelähedane;1;0.0298;
päev üritama;1;0.0298;
ikkagi teadlikkus;1;0.0298;
tõstma noor;1;0.0298;
siis jaksama;1;0.0298;
ja võitlema;1;0.0298;
kunagi üksinda;1;0.0298;
üksinda jääma;1;0.0298;
väga südamelähedane;1;0.0298;
südamelähedane episood;1;0.0298;
pool aeg;1;0.0298;
see kaamera;1;0.0298;
kaamera tühi;1;0.0298;
palju jama;1;0.0298;
selline episood;1;0.0298;
mina hästi-hästi;1;0.0298;
selline südamelähedane;1;0.0298;
südamelähedane teema;1;0.0298;
ilma vaimne;1;0.0298;
tegelikult füüsiline;1;0.0298;
et söömine;1;0.0298;
päev maks;1;0.0298;
maks nädal;1;0.0298;
niimoodi söök;1;0.0298;
siis kattida;1;0.0298;
olema meganoos;1;0.0298;
mõlema episood;1;0.0298;
mõlema teema;1;0.0298;
hästi-hästi tähtis;1;0.0298;
tähtis teema;1;0.0298;
mina episood;1;0.0298;
episood puudutama;1;0.0298;
suur võit;1;0.0298;
ikka oskama;1;0.0298;
just podkest;1;0.0298;
inimene lootus;1;0.0298;
mina käsitlus;1;0.0298;
uus vinge;1;0.0298;
vinge teema;1;0.0298;
just lihtsalt;1;0.0298;
lihtsalt eri;1;0.0298;
eri vaatepunkt;1;0.0298;
spetsiifiline teema;1;0.0298;
erinev vaatenurk;1;0.0298;
saama lahkuma;1;0.0298;
lõppema lugema;1;0.0298;
hea soovima;1;0.0298;
mina podcasti;1;0.0298;
podcasti kuulaja;1;0.0298;
nii kauaks;1;0.0298;
mina suvepuhkus;1;0.0298;
suvi käima;1;0.0298;
käima rand;1;0.0298;
meeldima rand;1;0.0298;
rand käima;1;0.0298;
nautima aeg;1;0.0298;
ja lähedane;1;0.0298;
ja naerma;1;0.0298;
siis sügis;1;0.0298;
raske aasta;1;0.0298;
just koroona;1;0.0298;
sõber puhkama;1;0.0298;
puhkama lihtsalt;1;0.0298;
lihtsalt puhkama;1;0.0298;
puhkama kool;1;0.0298;
distants väsinud;1;0.0298;
pea kindlasti;1;0.0298;
kindlasti meel;1;0.0298;
ära põletama;1;0.0298;
ise sügis;1;0.0298;
olema krahmama;1;0.0298;
sina sügis;1;0.0298;
välja puhkama;1;0.0298;
sügis uuesti;1;0.0298;
mis võimalik;1;0.0298;
võimalik sööma;1;0.0298;
minema tee;1;0.0298;
peale pildistama;1;0.0298;
minema riie;1;0.0298;
riie ujuma;1;0.0298;
selline suvakai;1;0.0298;
suvakai asi;1;0.0298;
tulema peaasi;1;0.0298;
saama naerma;1;0.0298;
ja naeratama;1;0.0298;
kusjuures naermine;1;0.0298;
pidama kalor;1;0.0298;
kalor põlema;1;0.0298;
et naerma;1;0.0298;
naerma hästi;1;0.0298;
pidama korralikult;1;0.0298;
korralikult naerma;1;0.0298;
naerma täpselt;1;0.0298;
nii naeruteraapia;1;0.0298;
kindlasti külastama;1;0.0298;
külastama noortekas;1;0.0298;
sest noortecal;1;0.0298;
palju vahva;1;0.0298;
tegevus suvi;1;0.0298;
korraldama kindlasti;1;0.0298;
äge väljasõit;1;0.0298;
iga vahva;1;0.0298;
vahva asi;1;0.0298;
ka autovabadus;1;0.0298;
tartu noortepäev;1;0.0298;
keskus korraldama;1;0.0298;
veel aru;1;0.0298;
minema natukeseks;1;0.0298;
aeg suvepuhkus;1;0.0298;
suvepuhkus laadima;1;0.0298;
ise aku;1;0.0298;
aku mõtlema;1;0.0298;
välja uus;1;0.0298;
idee külaline;1;0.0298;
kõik vinge;1;0.0298;
siis varsti;1;0.0298;
ees uus;1;0.0298;
põnev hooaeg;1;0.0298;
väga suurelt;1;0.0298;
arvama kindlalt;1;0.0298;
ikkagi meeletult;1;0.0298;
meeletult äge;1;0.0298;
äge idee;1;0.0298;
juba mõte;1;0.0298;
hooaeg viimane;1;0.0298;
aitäh agnes;1;0.0298;
täna maha;1;0.0298;
imeline teekond;1;0.0298;
hooaeg sokiso;1;0.0298;
armas puudutama;1;0.0298;
saade loomulikult;1;0.0298;
küla täna;1;0.0298;
täna kristiina;1;0.0298;
sirje presna;1;0.0298;
teine saatejuht;1;0.0298;
siis nimetama;1;0.0298;
nimetama meisterõpetaja;1;0.0298;
tee juht;1;0.0298;
õppima viis-kuus;1;0.0298;
viis-kuus aasta;1;0.0298;
õppima vass;1;0.0298;
vass ootama;1;0.0298;
ootama kordama;1;0.0298;
nimi täitsa;1;0.0298;
täitsa lõppvene;1;0.0298;
lõppvene nimi;1;0.0298;
nimi vassiljev;1;0.0298;
vassiljev doktor;1;0.0298;
doktor vassiljev;1;0.0298;
ja professor;1;0.0298;
professor kott;1;0.0298;
ja meistritasand;1;0.0298;
nii ulmeliselt;1;0.0298;
ulmeliselt vaimne;1;0.0298;
vaimne tasand;1;0.0298;
andma päriselt;1;0.0298;
täitsa reaalselt;1;0.0298;
kutsuma kristiina;1;0.0298;
ju saade;1;0.0298;
palju saade;1;0.0298;
vaataja võtma;1;0.0298;
tahtma kristiina;1;0.0298;
kristiina saade;1;0.0298;
aga põhjendus;1;0.0298;
selgeltnägija ravitseja;1;0.0298;
ravitseja no;1;0.0298;
no nõid;1;0.0298;
nõid nimetama;1;0.0298;
nimetama nõid;1;0.0298;
kasutama rituaal;1;0.0298;
erinev jõud;1;0.0298;
jõud abi;1;0.0298;
okei tervendav;1;0.0298;
ja selgelt;1;0.0298;
nägemine loomulikult;1;0.0298;
selgeltnägija kutsuma;1;0.0298;
aga onju;1;0.0298;
sina eelnevalt;1;0.0298;
lihtsalt laps;1;0.0298;
rohkem lahti;1;0.0298;
et kaasa;1;0.0298;
aitama erinev;1;0.0298;
erinev kogemus;1;0.0298;
kogemus sündmus;1;0.0298;
elu piir;1;0.0298;
sina juhtkond;1;0.0298;
juhtuma sirje;1;0.0298;
juhtuma igasugu;1;0.0298;
igasugu asi;1;0.0298;
rääkima kuulma;1;0.0298;
kohe teema;1;0.0298;
sest põnev;1;0.0298;
nii tohutult;1;0.0298;
tahtma kindlalt;1;0.0298;
käsi onju;1;0.0298;
mingi number;1;0.0298;
number maagia;1;0.0298;
number tähendama;1;0.0298;
20 märgiline;1;0.0298;
märgiline kuulma;1;0.0298;
kohe null;1;0.0298;
kaks null;1;0.0298;
uhke number;1;0.0298;
number kombinatsioon;1;0.0298;
kombinatsioon no;1;0.0298;
et selgeltnägija;1;0.0298;
selgeltnägija nõid;1;0.0298;
nõid ravitseja;1;0.0298;
külm kargus;1;0.0298;
natukene murelik;1;0.0298;
selge püüdma;1;0.0298;
ainult ausus;1;0.0298;
võimalikult selgelt;1;0.0298;
selgelt informatsioon;1;0.0298;
see üheselt;1;0.0298;
üheselt aru;1;0.0298;
lühike äkki;1;0.0298;
äkki ülevaade;1;0.0298;
toimuma absoluutselt;1;0.0298;
äge anu;1;0.0298;
anu päriselt;1;0.0298;
nii kaks;1;0.0298;
aasta kaks;1;0.0298;
aasta sissejuhatus;1;0.0298;
juba paarkümmend;1;0.0298;
paarkümmend 20;1;0.0298;
hästi reaalne;1;0.0298;
reaalne info;1;0.0298;
et onju;1;0.0298;
onju galaktika;1;0.0298;
kõik muutuv;1;0.0298;
planeet sisepaik;1;0.0298;
kogu tähesüsteem;1;0.0298;
tähesüsteem liikuma;1;0.0298;
liikuma galaktika;1;0.0298;
oma trajektoor;1;0.0298;
olema mitukümmend;1;0.0298;
aasta eelnev;1;0.0298;
eelnev tähendama;1;0.0298;
tähendama vana;1;0.0298;
energia väljuma;1;0.0298;
ja sisenema;1;0.0298;
selline teistmoodi;1;0.0298;
energia vältima;1;0.0298;
vältima sõna;1;0.0298;
sõna parem;1;0.0298;
mingi kuldne;1;0.0298;
lihtsalt teistmoodi;1;0.0298;
seal kese;1;0.0298;
mina maa;1;0.0298;
mina galaktika;1;0.0298;
galaktika positsioneeruma;1;0.0298;
koht galaktika;1;0.0298;
see teistmoodi;1;0.0298;
energia häälestama;1;0.0298;
häälestama mõjuma;1;0.0298;
hästi intensiivne;1;0.0298;
intensiivne terav;1;0.0298;
tema häälestama;1;0.0298;
häälestama planeet;1;0.0298;
nagu teadlane;1;0.0298;
teadlane detail;1;0.0298;
detail laskuma;1;0.0298;
sellepärast toimuma;1;0.0298;
et kliima;1;0.0298;
kliima soojenemine;1;0.0298;
niimoodi kliima;1;0.0298;
kliima soojenema;1;0.0298;
mitte inimene;1;0.0298;
inimene mõjul;1;0.0298;
mõjul kahjuks;1;0.0298;
siin hääletama;1;0.0298;
hästi vaikne;1;0.0298;
vaikne hääl;1;0.0298;
mina jumal;1;0.0298;
ei kuulma;1;0.0298;
laskma saade;1;0.0298;
mina eeter;1;0.0298;
eeter maa;1;0.0298;
pidama uus;1;0.0298;
uus etapp;1;0.0298;
etapp lihtsalt;1;0.0298;
lihtsalt uus;1;0.0298;
uus tsükkel;1;0.0298;
tsükkel lihtsalt;1;0.0298;
see korduma;1;0.0298;
korduma kindlasti;1;0.0298;
kindlasti tuhat;1;0.0298;
tuhat aasta;1;0.0298;
pärast uuesti;1;0.0298;
kõik häälestuma;1;0.0298;
ümber osa;1;0.0298;
osa liik;1;0.0298;
liik surema;1;0.0298;
välja osa;1;0.0298;
osa jääma;1;0.0298;
inimene geneetiline;1;0.0298;
geneetiline tasand;1;0.0298;
tasand dna;1;0.0298;
dna tasand;1;0.0298;
tasand rakk;1;0.0298;
tõesti muutuma;1;0.0298;
muutuma häälestuv;1;0.0298;
see ümberhäälestumine;1;0.0298;
või kerge;1;0.0298;
rääkima keskmine;1;0.0298;
inimene ühiskond;1;0.0298;
mitte loodus;1;0.0298;
just ühiskond;1;0.0298;
et energia;1;0.0298;
energia pommitama;1;0.0298;
pommitama maa;1;0.0298;
maa magnetväli;1;0.0298;
olema nõrgenenud;1;0.0298;
nõrgenenud maa;1;0.0298;
olema intensiivne;1;0.0298;
intensiivne energia;1;0.0298;
energia uus;1;0.0298;
keha võtma;1;0.0298;
vastu peavalu;1;0.0298;
peavalu pearinglus;1;0.0298;
pearinglus paha;1;0.0298;
vahepeal abi;1;0.0298;
abi iiveldama;1;0.0298;
nagu rase;1;0.0298;
ju uni;1;0.0298;
hästi kõikuv;1;0.0298;
nii vahe;1;0.0298;
vahe repliik;1;0.0298;
mees tundma;1;0.0298;
nimelt tundma;1;0.0298;
see pidevalt;1;0.0298;
pidevalt lihtsalt;1;0.0298;
ja eelnev;1;0.0298;
selline kõikuv;1;0.0298;
kõikuv energia;1;0.0298;
inimene närvisüsteem;1;0.0298;
pidama raske;1;0.0298;
raske tasakaal;1;0.0298;
tasakaal jääma;1;0.0298;
aeg jutt;1;0.0298;
jutt kokkuvõte;1;0.0298;
kokkuvõte lühem;1;0.0298;
ja lühem;1;0.0298;
lühem 2020;1;0.0298;
olema loovam;1;0.0298;
rohkem huvitav;1;0.0298;
huvitav tegelikult;1;0.0298;
aasta energia;1;0.0298;
mõlema rääkima;1;0.0298;
rääkima paluma;1;0.0298;
keha inimene;1;0.0298;
alati planeet;1;0.0298;
planeet seotud;1;0.0298;
seotud planeet;1;0.0298;
planeet muutuma;1;0.0298;
muutuma häälestuma;1;0.0298;
häälestuma inimene;1;0.0298;
inimene energia;1;0.0298;
energia muutuma;1;0.0298;
inimene aktiveeruma;1;0.0298;
teine keskus;1;0.0298;
keskus sakra;1;0.0298;
seletama tähendama;1;0.0298;
olema üleminekuaeg;1;0.0298;
nagu mentaalne;1;0.0298;
maailm energiamaailm;1;0.0298;
kõik enamus;1;0.0298;
enamus vaevus;1;0.0298;
tasand nälg;1;0.0298;
või sõda;1;0.0298;
sõda füüsiliselt;1;0.0298;
olema mentaalne;1;0.0298;
mentaalne üleminek;1;0.0298;
selline mentaalne;1;0.0298;
mentaalne sõda;1;0.0298;
ja võitlev;1;0.0298;
võitlev energia;1;0.0298;
tõesti mõte;1;0.0298;
mõte sõnaenergia;1;0.0298;
tõesti võimendama;1;0.0298;
mõte tähendama;1;0.0298;
olema intensiivsem;1;0.0298;
intensiivsem mõju;1;0.0298;
milline häälestus;1;0.0298;
päev tegelema;1;0.0298;
võima tervendama;1;0.0298;
inimene haigem;1;0.0298;
arst jagama;1;0.0298;
siin ime;1;0.0298;
ime toimuma;1;0.0298;
ühesõnaga häälestuma;1;0.0298;
ja häälestus;1;0.0298;
tunne looma;1;0.0298;
looma sisemine;1;0.0298;
nüüd 2020;1;0.0298;
suurem üleminek;1;0.0298;
peaaegu toimuma;1;0.0298;
hakkama ootama;1;0.0298;
proovima rääkima;1;0.0298;
rääkima teaduslikult;1;0.0298;
vaimselt onju;1;0.0298;
onju teaduslikult;1;0.0298;
hakkama kohanema;1;0.0298;
kohanema keha;1;0.0298;
tema teistmoodi;1;0.0298;
energia kohanema;1;0.0298;
ja närvisüsteem;1;0.0298;
hakkama tasakaalustuma;1;0.0298;
nüüd varsti;1;0.0298;
varsti paremini;1;0.0298;
paremini magama;1;0.0298;
olema unehäire;1;0.0298;
olema magama;1;0.0298;
et menopaus;1;0.0298;
lihtsalt hommik;1;0.0298;
ärkama vara;1;0.0298;
üles no;1;0.0298;
käima teismeline;1;0.0298;
teismeline vastuvõtt;1;0.0298;
sama ilming;1;0.0298;
lihtne probleem;1;0.0298;
jama õhk;1;0.0298;
õhk keerlema;1;0.0298;
loomulikult ketrama;1;0.0298;
olema ärev;1;0.0298;
mina uni;1;0.0298;
uni probleem;1;0.0298;
armastama magama;1;0.0298;
magama kindlasti;1;0.0298;
kindlasti 10;1;0.0298;
10 11;1;0.0298;
selline mass;1;0.0298;
kaks eelnev;1;0.0298;
tulema kergem;1;0.0298;
kergem lihtsalt;1;0.0298;
lihtsalt ootamatus;1;0.0298;
tulema maailm;1;0.0298;
ikka osa;1;0.0298;
osa protsess;1;0.0298;
et häälestuma;1;0.0298;
jah poolus;1;0.0298;
poolus tähendama;1;0.0298;
isegi poolus;1;0.0298;
poolus puudutama;1;0.0298;
aga maa;1;0.0298;
peal häälestuma;1;0.0298;
see ühesõnaga;1;0.0298;
ühesõnaga näiteks;1;0.0298;
näiteks klimaatiliselt;1;0.0298;
minema külmem;1;0.0298;
inimene eluiga;1;0.0298;
eluiga hääl;1;0.0298;
ka kauem;1;0.0298;
elama tahtma;1;0.0298;
nüüd esimene;1;0.0298;
nii soe;1;0.0298;
soe talv;1;0.0298;
nüüd sorry;1;0.0298;
või lumi;1;0.0298;
nägema varsti;1;0.0298;
ei lumi;1;0.0298;
tõesti peikest;1;0.0298;
peikest aeg;1;0.0298;
ära toimuma;1;0.0298;
siiski jääma;1;0.0298;
alles loomulikult;1;0.0298;
loomulikult lühem;1;0.0298;
pool jääma;1;0.0298;
kas valgus;1;0.0298;
juurde äkki;1;0.0298;
kõige-kõige kurvem;1;0.0298;
mina talv;1;0.0298;
et lumi;1;0.0298;
siin egiptus;1;0.0298;
ka kell;1;0.0298;
kell viie-kuus;1;0.0298;
viie-kuus päev;1;0.0298;
palju maakera;1;0.0298;
ei pöörduma;1;0.0298;
rohkem valgus;1;0.0298;
tulema suvi;1;0.0298;
sina 24;1;0.0298;
seitse valge;1;0.0298;
vähemalt uskuma;1;0.0298;
mitu kehastus;1;0.0298;
nüüd kriminaalne;1;0.0298;
tema vastunäidustus;1;0.0298;
sobilik näiteks;1;0.0298;
palju kehastus;1;0.0298;
siin planeet;1;0.0298;
aga kirp;1;0.0298;
või sipelgas;1;0.0298;
tagasi jumal;1;0.0298;
jumal täna;1;0.0298;
olema õudus;1;0.0298;
õudus kummutama;1;0.0298;
ja kummutama;1;0.0298;
teadma saunanaine;1;0.0298;
saunanaine jutt;1;0.0298;
kuidagi alavääristama;1;0.0298;
pisut tumedam;1;0.0298;
tumedam nahk;1;0.0298;
nahk no;1;0.0298;
no neeger;1;0.0298;
neeger paks;1;0.0298;
paks loll;1;0.0298;
elu sündima;1;0.0298;
kogu pilt;1;0.0298;
kuidagi paar;1;0.0298;
paar minut;1;0.0298;
üks mõnikümmend;1;0.0298;
mõnikümmend aasta;1;0.0298;
nagu ufo;1;0.0298;
praegu nägema;1;0.0298;
kui sisemine;1;0.0298;
siis avanema;1;0.0298;
avanema uus;1;0.0298;
tunduma ulme;1;0.0298;
näide anu;1;0.0298;
anu kallis;1;0.0298;
kallis anu;1;0.0298;
karma jada;1;0.0298;
karm jada;1;0.0298;
nagu katkenud;1;0.0298;
või katkema;1;0.0298;
sündima täpselt;1;0.0298;
selline isik;1;0.0298;
mööda nik;1;0.0298;
nii tihe;1;0.0298;
tihe sagedus;1;0.0298;
mingisugune karma;1;0.0298;
karma tagajärg;1;0.0298;
hästi paha;1;0.0298;
järgi lugemine;1;0.0298;
lugemine elu;1;0.0298;
paha anu;1;0.0298;
sari mõrvar;1;0.0298;
jah mõtlema;1;0.0298;
et kiskuma;1;0.0298;
ise paljas;1;0.0298;
kuskil ajakirjakaas;1;0.0298;
või petma;1;0.0298;
petma abielu;1;0.0298;
halb karma;1;0.0298;
nagu tõsine;1;0.0298;
tõsine asi;1;0.0298;
siin juhtuma;1;0.0298;
sari roolijoodik;1;0.0298;
ja tapma;1;0.0298;
niimoodi inimene;1;0.0298;
täiesti vastutustundetu;1;0.0298;
vastutustundetu inimene;1;0.0298;
mitte teadlikkus;1;0.0298;
teadlikkus inimene;1;0.0298;
käituma vastavalt;1;0.0298;
andma tegelik;1;0.0298;
tegelik tegelikult;1;0.0298;
tegelikult maksimum;1;0.0298;
hetk vastavalt;1;0.0298;
teadvus tasand;1;0.0298;
saama otseselt;1;0.0298;
otseselt süüdistama;1;0.0298;
muidugi kohutav;1;0.0298;
ju kohutav;1;0.0298;
siis arengutase;1;0.0298;
madal lise;1;0.0298;
nii jämedalt;1;0.0298;
sündima kuskile;1;0.0298;
mingi loll;1;0.0298;
loll planeet;1;0.0298;
häälestus tõmbama;1;0.0298;
selline ümbrus;1;0.0298;
selline kasvataja;1;0.0298;
selline toetaja;1;0.0298;
tulevik toimuma;1;0.0298;
ja kergemalt;1;0.0298;
suht vaevaliselt;1;0.0298;
selline areng;1;0.0298;
areng teadlik;1;0.0298;
teadlik saamine;1;0.0298;
nüüd arenema;1;0.0298;
arenema nii-öelda;1;0.0298;
ju muutuma;1;0.0298;
olema headus;1;0.0298;
headus täpselt;1;0.0298;
ja tõeline;1;0.0298;
ikkagi looja;1;0.0298;
sõna jumal;1;0.0298;
siis looja;1;0.0298;
looja sisemiselt;1;0.0298;
selline säde;1;0.0298;
säde algenergia;1;0.0298;
tahtma pidevalt;1;0.0298;
pidevalt lua;1;0.0298;
lua pidevalt;1;0.0298;
pidevalt looma;1;0.0298;
ise looming;1;0.0298;
tohutu hind;1;0.0298;
hind looma;1;0.0298;
mis teadlikum;1;0.0298;
püüdma looma;1;0.0298;
jääma jutt;1;0.0298;
hea halb;1;0.0298;
olema suhteline;1;0.0298;
siis inimkond;1;0.0298;
inimkond muutuma;1;0.0298;
nagu paremus;1;0.0298;
poole teadlikum;1;0.0298;
teadlikum teadlikumalt;1;0.0298;
teadlikumalt parem;1;0.0298;
parem teadlikum;1;0.0298;
näide jüri;1;0.0298;
jüri liina;1;0.0298;
üks langus;1;0.0298;
langus taoliselt;1;0.0298;
siiski arenema;1;0.0298;
hing teadvus;1;0.0298;
jumal teadvus;1;0.0298;
kord korraldama;1;0.0298;
mis tõusma;1;0.0298;
kõigepealt looma;1;0.0298;
looma inimkeha;1;0.0298;
ja sõna;1;0.0298;
sõna reaalsus;1;0.0298;
häälestama ruum;1;0.0298;
iseenese häälestama;1;0.0298;
siin käsi;1;0.0298;
reaalsus loomine;1;0.0298;
sattuma vahepealne;1;0.0298;
vahepealne maailm;1;0.0298;
huvitav maailm;1;0.0298;
eks kaks;1;0.0298;
kord tõsiselt;1;0.0298;
tõsiselt kaks;1;0.0298;
niimoodi kergemalt;1;0.0298;
kergemalt kolm;1;0.0298;
elu aine;1;0.0298;
aine elu;1;0.0298;
huvitama onju;1;0.0298;
tulema toetaja;1;0.0298;
toetaja abiline;1;0.0298;
abiline lahkuma;1;0.0298;
lahkuma sugulane;1;0.0298;
sugulane tegelikult;1;0.0298;
nagu hingesugulane;1;0.0298;
